"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)"," -1~299인",21.1,21.5,14.5,175.6,179.4,165.6,13.8,114.9,4343846,4476710,3816866,421363,238482,2218942
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)"," -5~299인",21.2,21.6,15.0,177.9,181.5,166.0,15.5,119.3,4491844,4627371,3892626,472590,262155,2227282
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","1~4인",20.5,21.3,11.3,158.0,163.7,163.0,0.7,90.4,3206126,3292573,3221415,18732,52426,2172016
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","5~9인",20.6,21.5,12.4,166.8,173.9,167.5,6.4,103.2,4016736,4220697,3646580,198689,375428,2173030
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","10~29인",21.3,21.8,10.5,174.9,179.2,167.6,11.6,84.0,4295515,4431841,3935349,310958,185534,1437574
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~99인",21.3,21.5,19.5,183.8,185.8,165.1,20.8,150.8,4715087,4832442,3886586,657060,288796,2828493
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","100~299인",20.9,20.9,20.8,182.4,182.7,160.6,22.1,166.5,5105912,5164045,4137627,742673,283745,1963167
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","300인이상",...,...,...,...,...,...,...,...,...,...,...,...,...,...
"F.건설업(41~42)","전규모(1인이상)",16.9,20.8,11.9,136.3,168.2,164.2,4.0,95.4,3714632,4571035,4078043,146320,346671,2616432
"F.건설업(41~42)"," -5인이상",16.8,20.8,12.5,136.3,169.4,164.1,5.3,100.0,3835261,4841644,4306177,193132,342335,2734754
"F.건설업(41~42)"," -10인이상",16.8,20.7,13.0,136.7,170.9,163.2,7.6,104.4,4065946,5368858,4600635,281133,487091,2835831
"F.건설업(41~42)"," -30인이상",18.1,20.6,15.4,149.8,174.3,162.2,12.2,123.6,4949157,6500502,5165173,477647,857682,3301331
"F.건설업(41~42)","-1~9인",17.1,20.9,9.6,135.8,165.6,165.1,0.5,76.5,3236741,3779130,3559329,12508,207293,2157447
"F.건설업(41~42)","-1~29인",16.5,20.9,10.5,131.5,166.3,164.8,1.4,83.7,3269608,3951978,3729245,40016,182717,2332244
"F.건설업(41~42)"," -1~299인",16.8,20.9,11.8,134.8,167.9,164.7,3.3,94.6,3486375,4214020,3901456,107270,205294,2604262
"F.건설업(41~42)"," -5~299인",16.7,20.9,12.4,134.4,169.2,164.8,4.4,99.2,3558685,4385226,4090038,144964,150224,2723201
"F.건설업(41~42)","1~4인",17.3,20.8,7.4,136.4,164.5,164.4,0.0,59.2,3189632,3732729,3371321,1304,360104,1692290
"F.건설업(41~42)","5~9인",17.0,21.0,10.8,135.3,166.6,165.8,0.9,85.9,3273905,3823047,3737273,23112,62662,2408963
"F.건설업(41~42)","10~29인",15.6,20.8,11.2,125.6,167.6,164.2,3.4,89.7,3314331,4291850,4063353,94106,134391,2479719
"F.건설업(41~42)","30~99인",17.2,21.0,14.2,140.5,175.2,164.6,10.5,113.4,4025536,5239832,4599197,376049,264586,3074860
"F.건설업(41~42)","100~299인",19.2,20.7,18.0,158.6,175.4,162.7,12.7,144.4,4660923,5634289,4781714,459389,393186,3840060
"F.건설업(41~42)","300인이상",19.5,19.9,17.5,167.8,172.1,157.6,14.5,144.2,8404609,9317274,6425635,665467,2226171,3354841
"G.도매 및 소매업(45~47)","전규모(1인이상)",20.4,21.0,13.3,161.6,167.5,162.9,4.6,94.3,4392541,4659430,3916127,124048,619254,1344315
"G.도매 및 소매업(45~47)"," -5인이상",20.5,20.8,13.3,165.1,168.7,162.5,6.1,95.1,5166892,5348511,4356735,164511,827265,1596258
"G.도매 및 소매업(45~47)"," -10인이상",20.4,20.7,14.0,165.9,168.7,161.2,7.5,106.4,5388007,5552235,4419190,206089,926956,1798658
"G.도매 및 소매업(45~47)"," -30인이상",20.1,20.3,14.9,163.1,165.5,158.3,7.2,114.6,5969152,6167623,4780909,205790,1180924,1941759
"G.도매 및 소매업(45~47)","-1~9인",20.3,21.3,13.0,158.1,166.5,164.4,2.1,90.4,3585490,3881465,3477772,52561,351131,1198209
"G.도매 및 소매업(45~47)","-1~29인",20.4,21.2,13.0,161.1,168.2,164.4,3.7,90.9,3890077,4155378,3627109,96730,431539,1246257
"G.도매 및 소매업(45~47)"," -1~299인",20.4,21.0,13.1,161.5,167.7,163.3,4.4,92.7,4177495,4432844,3803097,114158,515589,1322753
"G.도매 및 소매업(45~47)"," -5~299인",20.5,20.9,13.0,165.3,169.1,163.1,6.0,90.9,4887542,5055225,4219490,152681,683054,1561854
"G.도매 및 소매업(45~47)","1~4인",20.2,21.3,13.2,155.6,165.3,163.6,1.8,93.7,3063504,3357427,3083608,47595,226224,1189972
"G.도매 및 소매업(45~47)","5~9인",20.7,21.2,12.0,163.1,168.7,165.9,2.8,75.0,4629191,4844694,4202283,61688,580723,1235618
"G.도매 및 소매업(45~47)","10~29인",20.7,21.1,12.8,169.3,172.4,164.6,7.8,95.2,4706411,4835725,3998032,206436,631257,1601511
"G.도매 및 소매업(45~47)","30~99인",20.4,20.8,13.3,165.5,168.8,160.6,8.1,101.9,5398538,5576948,4495708,187150,894090,1964357
"G.도매 및 소매업(45~47)","100~299인",19.8,20.0,16.4,159.4,161.0,155.6,5.3,119.2,5241077,5374024,4456081,171370,746573,1904716
"G.도매 및 소매업(45~47)","300인이상",19.7,19.9,17.0,162.6,164.1,156.6,7.5,136.3,8139749,8485117,5824531,291033,2369553,1929833
"H.운수 및 창고업(49~52)","전규모(1인이상)",19.9,20.5,10.1,161.2,166.4,156.2,10.3,81.3,4448905,4646453,3797792,393102,455559,1449808
"H.운수 및 창고업(49~52)"," -5인이상",19.8,20.5,9.5,161.6,167.2,156.1,11.1,76.1,4562108,4771409,3856410,426556,488442,1378983
"H.운수 및 창고업(49~52)"," -10인이상",19.7,20.5,9.3,160.9,167.0,155.2,11.8,75.3,4588359,4816414,3853754,452375,510284,1363391
"H.운수 및 창고업(49~52)"," -30인이상",19.5,20.4,8.5,158.4,165.8,153.0,12.8,70.4,4537173,4812594,3795041,501810,515743,1261648
"H.운수 및 창고업(49~52)","-1~9인",20.5,20.7,16.5,162.3,163.8,160.6,3.1,127.3,3779860,3851989,3536204,116035,199751,2110801
"H.운수 및 창고업(49~52)","-1~29인",20.6,20.7,17.5,166.4,167.5,161.9,5.6,132.2,4280138,4343854,3802804,195107,345943,2331221
"H.운수 및 창고업(49~52)"," -1~299인",20.4,20.8,12.1,163.1,166.0,156.4,9.6,99.9,4175553,4285933,3650313,344591,291029,1808332
"H.운수 및 창고업(49~52)"," -5~299인",20.4,20.8,11.3,163.9,167.0,156.4,10.5,93.8,4282479,4393942,3703798,379758,310386,1748105
"H.운수 및 창고업(49~52)","1~4인",20.4,20.6,16.3,157.2,159.0,156.7,2.3,130.3,3371779,3456139,3239405,74419,142314,2112181
"H.운수 및 창고업(49~52)","5~9인",20.7,20.7,17.6,168.4,169.3,165.2,4.1,112.5,4281389,4314985,3883345,164710,266929,2103792
"H.운수 및 창고업(49~52)","10~29인",20.6,20.6,19.4,170.6,171.2,163.1,8.1,141.5,4784986,4830254,4066442,273301,490511,2753872
"H.운수 및 창고업(49~52)","30~99인",21.1,21.3,16.5,156.0,156.2,147.1,9.1,150.9,3636393,3667387,3183806,306607,176975,2869868
"H.운수 및 창고업(49~52)","100~299인",19.4,20.4,5.9,165.7,174.6,158.2,16.5,47.3,4596837,4883102,3927350,625085,330667,817005
"H.운수 및 창고업(49~52)","300인이상",17.6,19.2,7.3,153.0,168.3,154.9,13.4,55.3,5614258,6344776,4492531,621624,1230622,946622
"I.숙박 및 음식점업(55~56)","전규모(1인이상)",18.2,21.4,10.9,142.8,170.7,164.1,6.6,77.8,2409376,2966380,2684242,147409,134730,1112094
"I.숙박 및 음식점업(55~56)"," -5인이상",19.2,21.3,10.7,155.4,175.0,164.7,10.3,74.6,2835403,3261010,2798559,245217,217234,1077730
"I.숙박 및 음식점업(55~56)"," -10인이상",20.0,21.4,12.4,163.6,176.5,164.2,12.4,93.6,3223423,3575795,2944123,291455,340217,1307739
"I.숙박 및 음식점업(55~56)"," -30인이상",18.9,20.7,13.1,155.9,172.6,160.1,12.5,101.8,3467343,4109548,3081038,325885,702625,1394697
"I.숙박 및 음식점업(55~56)","-1~9인",17.7,21.4,10.7,136.4,168.4,164.1,4.3,75.7,2160279,2725998,2581732,90590,53676,1085115
"I.숙박 및 음식점업(55~56)","-1~29인",18.2,21.5,10.8,141.5,170.5,164.6,5.9,76.0,2302756,2839497,2640200,127599,71697,1090136
"I.숙박 및 음식점업(55~56)"," -1~299인",18.2,21.4,10.8,142.5,170.8,164.3,6.4,77.0,2364536,2911581,2669853,142000,99729,1101201
"I.숙박 및 음식점업(55~56)"," -5~299인",19.2,21.3,10.4,155.2,175.4,165.3,10.2,71.5,2747080,3160600,2773777,238248,148575,1035932
"I.숙박 및 음식점업(55~56)","1~4인",17.5,21.5,11.0,133.2,166.4,163.5,3.0,79.1,2087408,2677217,2572045,51415,53757,1125413
"I.숙박 및 음식점업(55~56)","5~9인",18.3,21.2,9.4,145.6,173.0,165.5,7.5,60.0,2371886,2841879,2604742,183653,53484,901492
"I.숙박 및 음식점업(55~56)","10~29인",20.7,21.7,11.5,168.6,178.7,166.4,12.3,81.6,3066988,3284351,2869364,272655,142332,1180020
"I.숙박 및 음식점업(55~56)","30~99인",18.0,21.0,7.7,148.8,174.2,163.8,10.3,59.5,2731215,3289377,2905306,244419,139652,765129
"I.숙박 및 음식점업(55~56)","100~299인",20.5,20.7,20.0,168.6,174.9,157.2,17.7,154.0,4087336,4918142,3277441,469509,1171193,2174037
"I.숙박 및 음식점업(55~56)","300인이상",19.5,20.0,17.8,161.3,165.7,152.4,13.3,143.6,4878958,5606078,3377350,407982,1820746,2008905
"J.정보통신업(58~63)","전규모(1인이상)",19.9,20.1,13.2,163.2,165.3,158.9,6.4,93.8,5966397,6101299,4857133,232642,1011524,1437453
"J.정보통신업(58~63)"," -5인이상",19.9,20.1,13.6,164.6,166.3,159.2,7.1,98.9,6287233,6408811,5029971,257908,1120932,1540699
"J.정보통신업(58~63)"," -10인이상",19.9,20.1,14.2,165.3,166.6,158.8,7.8,106.0,6544334,6646912,5155395,281275,1210241,1732265
"J.정보통신업(58~63)"," -30인이상",19.9,20.0,14.8,166.6,167.6,158.4,9.2,115.8,7125976,7234352,5416162,329845,1488345,1919649
"J.정보통신업(58~63)","-1~9인",19.9,20.5,11.9,154.3,159.5,158.9,0.6,76.6,3515518,3683273,3535303,17115,130855,1023766
"J.정보통신업(58~63)","-1~29인",20.0,20.4,12.0,157.4,161.1,159.6,1.5,76.0,3961210,4094268,3866898,60463,166908,1048203
"J.정보통신업(58~63)"," -1~299인",20.0,20.3,12.2,162.2,164.9,159.7,5.3,84.5,4684564,4803839,4313342,175399,315098,1249872
"J.정보통신업(58~63)"," -5~299인",20.0,20.2,12.3,164.0,166.3,160.3,6.0,87.4,4921017,5028184,4469042,201710,357432,1307873
"J.정보통신업(58~63)","1~4인",19.9,20.4,12.1,151.5,156.5,156.0,0.4,76.5,3254522,3398531,3338032,10581,49917,1087728
"J.정보통신업(58~63)","5~9인",20.0,20.5,11.7,157.8,163.3,162.5,0.8,76.8,3840275,4038221,3781212,25259,231749,946291
"J.정보통신업(58~63)","10~29인",20.1,20.3,12.2,160.8,162.8,160.4,2.4,74.1,4445542,4522400,4212319,105618,204463,1122305
"J.정보통신업(58~63)","30~99인",20.0,20.3,9.2,165.1,167.9,160.6,7.3,71.4,4919189,5030203,4601996,213503,214704,1136181
"J.정보통신업(58~63)","100~299인",20.0,20.0,19.5,169.1,169.3,158.6,10.7,156.3,5966991,6028981,4902397,372060,754524,2554723
"J.정보통신업(58~63)","300인이상",19.8,19.8,19.7,166.1,166.4,156.5,9.9,153.0,9723393,9833717,6421461,397315,3014941,2640521
"K.금융 및 보험업(64~66)","전규모(1인이상)",19.9,20.0,19.7,162.3,162.5,158.5,4.0,150.3,9356866,9478479,5924300,170337,3383842,3443955
"K.금융 및 보험업(64~66)"," -5인이상",19.9,19.9,19.7,162.6,162.9,158.6,4.3,150.3,9697310,9839385,6088043,184052,3567290,3443955
"K.금융 및 보험업(64~66)"," -10인이상",19.8,19.8,20.0,162.3,162.5,157.7,4.8,152.2,10063765,10231336,6257516,206451,3767369,3535388
"K.금융 및 보험업(64~66)"," -30인이상",19.7,19.7,19.8,162.0,162.2,156.6,5.7,153.0,10977384,11143179,6627287,236714,4279179,3993790
"K.금융 및 보험업(64~66)","-1~9인",20.4,20.4,15.1,162.4,162.6,161.1,1.4,113.9,7073467,7096978,4870242,56098,2170638,1768990
"K.금융 및 보험업(64~66)","-1~29인",20.2,20.2,19.7,162.6,162.8,160.4,2.4,146.7,7793306,7882043,5250140,106681,2525221,2729621
"K.금융 및 보험업(64~66)"," -1~299인",20.1,20.1,20.0,162.2,162.4,159.5,2.9,152.5,8027655,8137810,5461529,123725,2552557,2847287
"K.금융 및 보험업(64~66)"," -5~299인",20.0,20.0,20.0,162.7,162.9,159.7,3.2,152.5,8324908,8459141,5629495,136597,2693049,2847287
"K.금융 및 보험업(64~66)","1~4인",20.3,20.3,-,159.3,159.3,158.2,1.1,-,6029930,6029930,4359696,39285,1630950,-
"K.금융 및 보험업(64~66)","5~9인",20.4,20.4,15.1,164.4,164.7,163.0,1.7,113.9,7748215,7791978,5202776,67048,2522153,1768990
"K.금융 및 보험업(64~66)","10~29인",20.0,20.0,20.3,162.7,163.1,159.8,3.2,151.2,8417669,8579744,5587763,151636,2840345,2859391
"K.금융 및 보험업(64~66)","30~99인",19.9,19.9,20.4,161.6,161.6,158.3,3.3,160.6,8832362,9051227,5788191,133983,3129053,3071278
"K.금융 및 보험업(64~66)","100~299인",19.6,19.6,20.5,161.2,161.2,155.8,5.4,160.6,8247259,8351499,6284502,214343,1852653,2846970
"K.금융 및 보험업(64~66)","300인이상",19.6,19.7,18.9,162.5,162.8,156.0,6.8,144.0,12719645,12862088,7092251,287978,5481859,5146415
"L.부동산업(68)","전규모(1인이상)",19.6,19.8,15.8,167.9,168.7,167.6,1.1,146.9,3124328,3169924,3051824,64852,53248,1893243
"L.부동산업(68)"," -5인이상",19.8,19.9,17.0,172.5,172.9,171.4,1.5,156.1,3388883,3427780,3264457,86000,77322,2057306
"L.부동산업(68)"," -10인이상",19.9,20.0,16.6,170.3,171.0,168.9,2.1,152.7,3512490,3572673,3384857,96156,91660,1999866
"L.부동산업(68)"," -30인이상",19.9,20.1,14.0,162.2,164.5,162.2,2.4,108.9,3881361,3980715,3676107,106550,198059,1612751
"L.부동산업(68)","-1~9인",19.4,19.6,15.2,166.2,167.0,166.6,0.4,142.0,2835057,2871165,2804781,41631,24754,1803326
"L.부동산업(68)","-1~29인",19.6,19.7,16.3,169.2,169.6,168.8,0.9,157.5,2952210,2987046,2911014,55447,20585,1971263
"L.부동산업(68)"," -1~299인",19.6,19.7,16.4,168.3,168.8,167.7,1.1,153.4,3121475,3164122,3046385,63502,54235,1969892
"L.부동산업(68)"," -5~299인",19.8,19.8,18.3,173.5,173.6,172.0,1.6,170.0,3413159,3446707,3279083,86241,81383,2230464
"L.부동산업(68)","1~4인",19.3,19.5,14.4,158.2,159.4,159.2,0.2,136.0,2553136,2599599,2581524,18076,-,1698200
"L.부동산업(68)","5~9인",19.7,19.7,19.2,176.1,176.1,175.4,0.7,174.6,3183059,3192944,3069319,69540,54085,2364167
"L.부동산업(68)","10~29인",19.9,20.0,18.9,176.5,175.9,174.0,1.9,192.4,3229861,3262145,3163210,88245,10689,2351070
"L.부동산업(68)","30~99인",19.8,20.0,12.8,166.9,168.7,165.0,3.7,105.4,4139439,4217319,3996431,169695,51194,1524157
"L.부동산업(68)","100~299인",19.4,19.4,19.1,155.0,155.5,153.9,1.7,147.3,4481437,4646319,3974543,48490,623287,2216565
"L.부동산업(68)","300인이상",20.2,20.7,7.8,162.9,166.9,165.4,1.4,56.8,3164271,3251171,3127986,83755,39430,821958
"M.전문, 과학 및 기술 서비스업(70~73)","전규모(1인이상)",20.0,20.0,17.7,161.8,163.0,157.9,5.1,117.3,6446026,6555796,4882636,181723,1491438,2390187
"M.전문, 과학 및 기술 서비스업(70~73)"," -5인이상",19.9,20.0,18.0,163.3,164.0,158.2,5.8,135.7,6956921,7058744,5143885,207294,1707564,2740220
"M.전문, 과학 및 기술 서비스업(70~73)"," -10인이상",19.8,19.9,18.3,163.5,164.0,157.5,6.5,140.6,7384537,7496476,5335344,234016,1927116,2847194
"M.전문, 과학 및 기술 서비스업(70~73)"," -30인이상",19.7,19.7,18.5,163.1,163.6,156.3,7.3,143.8,8142281,8278608,5591797,272514,2414298,3018212
"M.전문, 과학 및 기술 서비스업(70~73)","-1~9인",20.5,20.6,16.1,156.6,159.8,159.2,0.7,64.0,3459899,3533306,3428042,13700,91564,1347933
"M.전문, 과학 및 기술 서비스업(70~73)","-1~29인",20.4,20.5,16.5,160.1,162.3,160.2,2.0,80.8,4018805,4087891,3866772,51667,169452,1526824
"M.전문, 과학 및 기술 서비스업(70~73)"," -1~299인",20.2,20.3,17.3,161.6,163.2,159.7,3.5,109.7,4724524,4801386,4423732,108420,269233,2277747
"M.전문, 과학 및 기술 서비스업(70~73)"," -5~299인",20.2,20.3,17.6,163.8,164.7,160.5,4.2,131.5,5109129,5176322,4721687,131108,323527,2701519
"M.전문, 과학 및 기술 서비스업(70~73)","1~4인",20.4,20.6,16.5,152.1,156.7,156.2,0.5,52.9,3068876,3157729,3117554,8958,31218,1169353
"M.전문, 과학 및 기술 서비스업(70~73)","5~9인",20.5,20.6,14.9,162.2,163.5,162.6,0.9,94.1,3936836,3979889,3797231,19339,163319,1833246
"M.전문, 과학 및 기술 서비스업(70~73)","10~29인",20.3,20.4,17.5,164.9,165.6,161.7,3.9,125.0,4794810,4845509,4466121,103532,275856,1995778
