"산업분류","규모별",2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01,2026.01
"산업분류","규모별",전체근로일수 (일),상용근로일수 (일),임시일용근로일수 (일),전체근로시간 (시간),상용총근로시간 (시간),상용소정실근로시간 (시간),상용초과근로시간 (시간),임시일용근로시간 (시간),전체임금총액 (원),상용임금총액 (원),상용정액급여 (원),상용초과급여 (원),상용특별급여 (원),임시일용임금총액 (원)
"전체","전규모(1인이상)",19.7,20.5,12.6,158.0,165.4,158.0,7.4,90.6,4588273,4889948,3799129,240874,849945,1817449
"전체"," -5인이상",19.8,20.4,12.8,160.6,166.3,157.6,8.7,96.7,5020530,5276360,3989766,285524,1001070,2127195
"전체"," -10인이상",19.8,20.3,13.2,161.6,166.6,156.8,9.8,101.5,5320707,5575212,4102634,326021,1146556,2225106
"전체"," -30인이상",19.8,20.1,14.5,163.4,166.5,155.5,11.1,113.8,6001275,6228861,4323601,388445,1516815,2446246
"전체","-1~9인",19.6,20.9,11.9,150.7,162.7,160.6,2.2,78.9,3097108,3384966,3132567,53874,198525,1377815
"전체","-1~29인",19.7,20.9,11.9,153.6,164.3,160.2,4.1,81.6,3403431,3677022,3324008,107189,245826,1573547
"전체"," -1~299인",19.8,20.7,12.5,157.1,165.6,158.9,6.7,88.6,3788541,4037574,3548251,187797,301525,1781085
"전체"," -5~299인",19.9,20.6,12.5,160.1,166.8,158.7,8.1,94.4,4095989,4298444,3724461,230660,343323,2108384
"전체","1~4인",19.5,21.0,12.3,147.2,161.2,159.8,1.4,78.4,2783256,3106050,2919037,34744,152269,1195543
"전체","5~9인",19.8,20.9,11.1,155.6,164.7,161.6,3.1,80.0,3542377,3753290,3414544,79136,259609,1785455
"전체","10~29인",19.7,20.7,11.7,157.9,166.6,159.6,7.0,87.1,3873780,4108417,3606784,185940,315693,1966932
"전체","30~99인",20.0,20.5,13.5,163.2,168.0,157.4,10.6,105.7,4287026,4445974,3839118,287530,319326,2399252
"전체","100~299인",20.0,20.2,16.4,165.0,167.6,155.3,12.3,127.4,4921602,5072364,4134797,406109,531458,2705670
"전체","300인이상",19.4,19.6,14.6,162.6,164.5,153.8,10.7,115.8,8357149,8615585,4895687,472866,3247032,2281027
"B.광업(05~08)","전규모(1인이상)",20.3,21.1,4.4,168.3,174.9,161.7,13.2,35.0,4971457,5171890,4682651,421525,67715,874393
"B.광업(05~08)"," -5인이상",20.4,21.2,4.4,169.1,175.5,161.2,14.3,34.8,5000741,5200915,4669790,456071,75053,835161
"B.광업(05~08)"," -10인이상",20.4,21.1,4.3,169.5,175.6,160.2,15.4,34.4,5172359,5368265,4785938,498691,83636,835154
"B.광업(05~08)"," -30인이상",20.7,20.8,11.3,169.4,170.3,154.2,16.1,95.3,5963873,6011961,5250225,620523,141213,1836567
"B.광업(05~08)","-1~9인",20.2,21.2,4.6,163.7,171.8,167.6,4.2,36.6,4178760,4383100,4267772,111566,3762,985642
"B.광업(05~08)","-1~29인",20.1,21.3,3.7,167.7,177.9,166.6,11.3,28.7,4359426,4622238,4311291,291321,19625,774334
"B.광업(05~08)"," -1~299인",20.4,21.4,4.4,171.9,179.8,166.0,13.9,35.0,4714423,4938474,4474440,392812,71222,874393
"B.광업(05~08)"," -5~299인",20.5,21.5,4.4,173.2,181.3,166.0,15.3,34.8,4715859,4943014,4431288,431101,80624,835161
"B.광업(05~08)","1~4인",19.7,20.6,4.5,161.9,169.0,165.8,3.2,36.0,4703523,4904085,4801314,102771,-,1180000
"B.광업(05~08)","5~9인",20.7,21.8,4.6,165.4,174.5,169.3,5.2,37.1,3680034,3881460,3754041,120034,7384,835195
"B.광업(05~08)","10~29인",20.0,21.4,3.3,169.6,180.8,166.1,14.8,25.5,4447166,4739890,4332701,379759,27430,688919
"B.광업(05~08)","30~99인",21.3,21.5,11.3,183.3,185.0,164.4,20.6,95.3,5679787,5755481,4895942,655016,204523,1836567
"B.광업(05~08)","100~299인",-,-,-,-,-,-,-,-,-,-,-,-,-,-
"B.광업(05~08)","300인이상",...,...,...,...,...,...,...,...,...,...,...,...,...,...
"C.제조업(10~34)","전규모(1인이상)",20.3,20.6,13.5,172.1,174.6,159.2,15.4,104.4,5909584,6048024,3929230,471399,1647395,2070405
"C.제조업(10~34)"," -5인이상",20.3,20.5,13.9,173.8,175.7,158.8,16.9,110.4,6280006,6396746,4039537,520840,1836369,2341002
"C.제조업(10~34)"," -10인이상",20.3,20.5,14.7,174.9,176.4,157.9,18.5,117.8,6642064,6758109,4114797,574320,2068992,2493224
"C.제조업(10~34)"," -30인이상",20.2,20.4,15.9,176.0,177.2,156.1,21.1,132.1,7746424,7875395,4306168,692662,2876565,2869198
"C.제조업(10~34)","-1~9인",20.3,20.9,11.8,162.2,167.5,163.8,3.7,83.3,3260781,3384195,3233086,85299,65809,1402300
"C.제조업(10~34)","-1~29인",20.5,20.9,11.9,167.3,171.3,163.1,8.2,85.3,3635353,3737520,3452634,191637,93249,1516525
"C.제조업(10~34)"," -1~299인",20.5,20.8,12.1,172.2,175.2,161.4,13.9,90.2,4123374,4216266,3609486,366800,239980,1636258
"C.제조업(10~34)"," -5~299인",20.5,20.8,11.8,174.4,176.8,161.2,15.6,91.3,4315611,4389526,3703753,414934,270839,1786659
"C.제조업(10~34)","1~4인",20.2,20.9,12.6,158.4,164.8,162.7,2.1,87.9,2929751,3076122,2989162,50054,36906,1317664
"C.제조업(10~34)","5~9인",20.4,20.9,10.0,166.2,170.1,164.9,5.2,73.5,3605863,3691012,3476018,120400,94594,1584025
"C.제조업(10~34)","10~29인",20.6,20.8,12.2,172.1,174.7,162.5,12.3,88.9,3987879,4059215,3652526,288456,118233,1734662
"C.제조업(10~34)","30~99인",20.6,20.9,10.8,177.7,180.4,161.3,19.2,88.1,4239794,4321816,3611283,484887,225646,1522663
"C.제조업(10~34)","100~299인",20.4,20.4,18.1,179.3,179.7,156.0,23.7,151.2,5537571,5568585,4103028,739226,726331,3319966
"C.제조업(10~34)","300인이상",19.8,19.8,20.5,171.9,171.9,150.6,21.4,171.3,12925761,13199242,5177514,879755,7141973,4110847
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","전규모(1인이상)",19.4,19.4,19.0,161.5,161.6,154.0,7.6,152.6,6297369,6371198,5470481,413800,486916,2216784
"D.전기, 가스, 증기 및 공기 조절 공급업(35)"," -5인이상",19.4,19.4,19.4,161.0,161.1,153.6,7.5,156.0,6319415,6393117,5499099,408447,485572,2261746
"D.전기, 가스, 증기 및 공기 조절 공급업(35)"," -10인이상",19.4,19.3,19.4,160.6,160.7,153.5,7.2,155.0,6311170,6386023,5504472,394206,487346,2192905
"D.전기, 가스, 증기 및 공기 조절 공급업(35)"," -30인이상",19.3,19.3,19.4,160.5,160.6,153.4,7.3,155.2,6327202,6403082,5519250,392988,490844,2185654
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","-1~9인",20.2,20.3,12.7,176.0,177.1,161.9,15.2,107.3,6049398,6105236,4860718,765307,479211,2685809
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","-1~29인",19.9,19.9,15.7,169.0,169.6,159.2,10.4,128.9,6051339,6108797,5069126,585084,454587,2506377
"D.전기, 가스, 증기 및 공기 조절 공급업(35)"," -1~299인",19.7,19.7,18.9,164.1,164.3,155.7,8.5,151.7,6381447,6444952,5407662,427752,609538,2295230
"D.전기, 가스, 증기 및 공기 조절 공급업(35)"," -5~299인",19.6,19.6,19.5,163.4,163.5,155.2,8.3,157.8,6419193,6481977,5449240,420068,612668,2379796
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","1~4인",20.6,20.9,4.0,178.4,181.1,167.4,13.7,8.0,5492947,5573469,4428995,608629,535846,300000
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","5~9인",19.7,19.7,20.5,173.4,173.0,156.2,16.8,196.5,6619243,6650990,5303797,926108,421086,4828000
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","10~29인",19.6,19.6,18.8,162.3,162.5,156.6,5.8,150.3,6053185,6112182,5267233,413768,431181,2327574
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","30~99인",19.8,19.8,18.9,164.1,164.3,155.4,8.9,151.4,6018121,6068024,5336798,246958,484268,2369221
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","100~299인",19.3,19.3,20.2,161.8,161.8,154.6,7.2,161.4,6978481,7063534,5646207,583013,834314,2137013
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","300인이상",18.9,18.9,19.2,156.5,156.6,150.7,5.9,153.9,6138051,6230420,5590387,387169,252863,2115442
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","전규모(1인이상)",21.1,21.5,14.5,175.5,179.3,165.6,13.7,115.0,4363126,4494914,3840887,420139,233889,2218494
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)"," -5인이상",21.2,21.6,15.1,177.8,181.2,165.9,15.3,119.4,4510533,4644578,3917997,470105,256477,2226734
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)"," -10인이상",21.3,21.6,16.0,179.6,182.4,165.7,16.7,124.9,4592512,4711142,3960618,512726,237798,2245194
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)"," -30인이상",21.3,21.4,19.6,183.0,184.6,164.3,20.4,151.7,4805790,4912647,3978849,658294,275504,2773736
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","-1~9인",20.5,21.4,11.9,162.7,169.0,165.3,3.7,98.0,3633926,3776689,3443184,112599,220906,2172615
"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","-1~29인",21.0,21.7,11.4,169.6,174.9,166.7,8.3,92.3,4011411,4157958,3729602,228035,200321,1875174
