"단순노무 종사자 (9)","전체","1년미만",2208,2203,5,62,159.1,162973
"단순노무 종사자 (9)","전체","1~3년미만",2429,2355,74,886,163.1,266725
"단순노무 종사자 (9)","전체","3~5년미만",2525,2415,110,1324,164.0,151502
"단순노무 종사자 (9)","전체","5~10년미만",2677,2526,151,1813,164.9,195230
"단순노무 종사자 (9)","전체","10년이상",2994,2727,267,3205,163.1,249551
"단순노무 종사자 (9)","남","전경력",2871,2717,154,1852,173.1,532125
"단순노무 종사자 (9)","남","1년미만",2407,2400,7,80,169.5,91378
"단순노무 종사자 (9)","남","1~3년미만",2658,2566,92,1104,174.4,147641
"단순노무 종사자 (9)","남","3~5년미만",2806,2671,136,1627,176.1,78940
"단순노무 종사자 (9)","남","5~10년미만",3025,2828,197,2362,175.0,93334
"단순노무 종사자 (9)","남","10년이상",3405,3084,322,3859,171.1,120831
"단순노무 종사자 (9)","여","전경력",2293,2189,104,1246,151.9,493856
"단순노무 종사자 (9)","여","1년미만",1954,1951,3,40,145.9,71595
"단순노무 종사자 (9)","여","1~3년미만",2145,2093,51,617,149.1,119084
"단순노무 종사자 (9)","여","3~5년미만",2219,2136,83,995,151.0,72561
"단순노무 종사자 (9)","여","5~10년미만",2358,2248,109,1309,155.6,101896
"단순노무 종사자 (9)","여","10년이상",2608,2392,216,2591,155.6,128719
