"정규근로자","장치·기계 조작 및 조립 종사자(8)",20.3,174.6,153.7,20.9,7.5,23864,19843,4154,3579,3030,549,575,6897
"정규근로자","단순노무 종사자(9)",20.3,169.8,157.2,12.6,4.2,16807,15585,2833,2669,2418,251,164,1963
"비정규근로자","전직종",16.1,105.8,101.8,4.1,1.2,18404,18054,1909,1868,1787,82,40,482
"비정규근로자","관리자(1)",19.1,154.1,151.8,2.3,0.1,93266,78859,14095,11909,11821,88,2186,26231
"비정규근로자","전문가 및 관련종사자(2)",16.5,108.4,105.6,2.8,0.5,25815,25055,2592,2483,2417,66,109,1312
"비정규근로자","사무 종사자(3)",17.9,120.9,118.3,2.6,0.6,18338,17753,2259,2180,2127,53,79,945
"비정규근로자","서비스 종사자(4)",17.1,82.4,80.6,1.8,0.7,14005,14004,1147,1141,1110,31,6,68
"비정규근로자","판매 종사자(5)",13.6,81.7,79.6,2.0,0.9,12286,12128,1061,1048,1012,36,12,145
"비정규근로자","농림·어업 숙련 종사자(6)",15.9,121.1,116.6,4.5,2.6,19947,19817,2134,2117,2050,67,17,198
"비정규근로자","기능원 및 관련 기능 종사자(7)",12.9,103.2,100.9,2.3,1.0,26584,26477,2590,2580,2527,52,11,129
"비정규근로자","장치·기계 조작 및 조립 종사자(8)",18.7,157.3,138.4,18.9,5.5,17678,16754,2685,2612,2232,380,73,873
"비정규근로자","단순노무 종사자(9)",15.7,111.0,106.6,4.4,1.3,15489,15250,1629,1615,1527,89,13,161
"비정규직근로자(특수형태포함)","전직종",-,-,-,-,-,-,-,2089,2055,1984,71,35,419
"비정규직근로자(특수형태포함)","관리자(1)",-,-,-,-,-,-,-,14080,11898,11810,88,2182,26187
"비정규직근로자(특수형태포함)","전문가 및 관련종사자(2)",-,-,-,-,-,-,-,2460,2377,2327,50,83,994
"비정규직근로자(특수형태포함)","사무 종사자(3)",-,-,-,-,-,-,-,2264,2188,2136,52,76,917
"비정규직근로자(특수형태포함)","서비스 종사자(4)",-,-,-,-,-,-,-,1272,1267,1238,29,5,65
"비정규직근로자(특수형태포함)","판매 종사자(5)",-,-,-,-,-,-,-,2267,2259,2239,20,8,90
"비정규직근로자(특수형태포함)","농림·어업 숙련 종사자(6)",-,-,-,-,-,-,-,2134,2117,2050,67,17,198
"비정규직근로자(특수형태포함)","기능원 및 관련 기능 종사자(7)",-,-,-,-,-,-,-,2592,2581,2530,51,11,127
"비정규직근로자(특수형태포함)","장치·기계 조작 및 조립 종사자(8)",-,-,-,-,-,-,-,3126,3069,2775,294,56,676
"비정규직근로자(특수형태포함)","단순노무 종사자(9)",-,-,-,-,-,-,-,1701,1689,1605,84,13,153
