"고용형태","산업분류별",2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
"고용형태","산업분류별",총근로일수 (일),총근로시간 (시간),소정실근로시간 (시간),초과근로시간 (시간),휴일근로시간 (시간),시간당임금총액 (원),시간당정액급여 (원),월임금총액 (천원),월급여액 (천원),정액급여 (천원),초과급여 (천원),전년도 연간특별급여/12개월 (천원),전년도 연간특별급여 (천원)
"전체근로자","전체",18.7,146.8,139.4,7.4,2.2,25156,22728,3737,3374,3186,188,363,4357
"전체근로자","A.농업, 임업 및 어업(01~03)",19.4,152.2,146.9,5.3,2.6,21758,19661,3193,2878,2788,90,315,3775
"전체근로자","B.광업(05~08)",20.5,172.6,154.2,18.3,7.3,26975,24450,4538,4117,3730,388,421,5047
"전체근로자","C.제조업(10~34)",19.5,165.5,148.9,16.6,5.4,27372,23386,4487,3889,3468,420,598,7181
"전체근로자","D.전기, 가스, 증기 및 공기 조절 공급업(35)",19.4,163.3,156.1,7.2,1.6,40744,31884,6607,5248,4955,293,1359,16310
"전체근로자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20.4,168.9,154.7,14.2,6.4,25209,22697,4226,3899,3494,405,327,3920
"전체근로자","F.건설업(41~42)",15.6,125.2,121.6,3.6,1.0,26378,25717,3284,3182,3080,102,102,1226
"전체근로자","G.도매 및 소매업(45~47)",18.9,146.9,143.0,3.9,1.1,23800,22109,3579,3322,3232,90,256,3075
"전체근로자","H.운수 및 창고업(49~52)",19.7,159.5,147.3,12.2,4.0,25229,22205,3947,3532,3215,317,415,4976
"전체근로자","I.숙박 및 음식점업(55~56)",17.7,126.9,123.1,3.8,1.3,14227,14022,1857,1830,1759,71,27,326
"전체근로자","J.정보통신업(58~63)",18.8,151.7,147.3,4.4,0.8,32179,29411,4921,4501,4358,143,420,5038
"전체근로자","K.금융 및 보험업(64~66)",18.7,152.7,147.7,5.0,0.3,45987,35269,6991,5344,5189,155,1647,19767
"전체근로자","L.부동산업(68)",18.5,160.8,159.2,1.6,0.2,18971,17902,2932,2788,2728,60,144,1727
"전체근로자","M.전문, 과학 및 기술 서비스업(70~73)",18.8,152.4,146.9,5.5,0.6,34027,29517,5194,4489,4343,146,705,8462
"전체근로자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",18.9,153.0,145.3,7.7,2.8,22010,20208,3360,3111,2925,186,249,2986
"전체근로자","P.교육 서비스업(85)",17.0,122.4,119.7,2.8,0.4,28039,27025,3276,3106,3058,48,170,2039
"전체근로자","Q.보건업 및 사회복지서비스업(86~87)",19.6,132.0,127.6,4.4,1.1,20046,19093,2763,2632,2525,108,130,1560
"전체근로자","R.예술, 스포츠 및 여가관련 서비스업(90~91)",18.3,136.9,131.2,5.7,2.4,19415,18526,2703,2575,2448,127,128,1531
"전체근로자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",19.4,147.0,144.2,2.8,1.0,18443,17411,2702,2547,2480,67,155,1859
"전체근로자(특수형태포함)","전체",-,-,-,-,-,-,-,3717,3369,3189,180,348,4180
"전체근로자(특수형태포함)","A.농업, 임업 및 어업(01~03)",-,-,-,-,-,-,-,3211,2899,2809,89,312,3746
"전체근로자(특수형태포함)","B.광업(05~08)",-,-,-,-,-,-,-,4608,4198,3820,378,410,4923
"전체근로자(특수형태포함)","C.제조업(10~34)",-,-,-,-,-,-,-,4484,3889,3471,418,595,7143
"전체근로자(특수형태포함)","D.전기, 가스, 증기 및 공기 조절 공급업(35)",-,-,-,-,-,-,-,6607,5248,4955,293,1359,16310
"전체근로자(특수형태포함)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",-,-,-,-,-,-,-,4213,3889,3487,402,324,3885
"전체근로자(특수형태포함)","F.건설업(41~42)",-,-,-,-,-,-,-,3284,3182,3080,102,102,1224
"전체근로자(특수형태포함)","G.도매 및 소매업(45~47)",-,-,-,-,-,-,-,3545,3295,3207,88,249,2992
"전체근로자(특수형태포함)","H.운수 및 창고업(49~52)",-,-,-,-,-,-,-,4058,3693,3414,279,365,4378
"전체근로자(특수형태포함)","I.숙박 및 음식점업(55~56)",-,-,-,-,-,-,-,1858,1831,1760,71,27,325
"전체근로자(특수형태포함)","J.정보통신업(58~63)",-,-,-,-,-,-,-,4918,4502,4360,142,417,5001
"전체근로자(특수형태포함)","K.금융 및 보험업(64~66)",-,-,-,-,-,-,-,6142,4980,4871,109,1162,13941
"전체근로자(특수형태포함)","L.부동산업(68)",-,-,-,-,-,-,-,2911,2770,2711,59,142,1700
"전체근로자(특수형태포함)","M.전문, 과학 및 기술 서비스업(70~73)",-,-,-,-,-,-,-,5185,4483,4337,145,702,8425
"전체근로자(특수형태포함)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",-,-,-,-,-,-,-,3326,3091,2916,175,235,2820
"전체근로자(특수형태포함)","P.교육 서비스업(85)",-,-,-,-,-,-,-,3018,2881,2843,39,137,1640
"전체근로자(특수형태포함)","Q.보건업 및 사회복지서비스업(86~87)",-,-,-,-,-,-,-,2757,2628,2520,108,130,1554
"전체근로자(특수형태포함)","R.예술, 스포츠 및 여가관련 서비스업(90~91)",-,-,-,-,-,-,-,2774,2674,2573,100,101,1209
"전체근로자(특수형태포함)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",-,-,-,-,-,-,-,2702,2559,2497,62,144,1722
"정규근로자","전체",19.7,162.2,153.5,8.7,2.6,27703,24492,4427,3942,3714,228,485,5820
"정규근로자","A.농업, 임업 및 어업(01~03)",20.3,161.8,156.9,4.9,2.3,24094,21189,3799,3352,3258,94,447,5363
"정규근로자","B.광업(05~08)",20.9,176.7,158.2,18.5,7.3,28003,25167,4801,4332,3928,404,469,5623
"정규근로자","C.제조업(10~34)",19.7,168.1,151.9,16.2,5.3,28748,24347,4763,4094,3666,428,669,8022
"정규근로자","D.전기, 가스, 증기 및 공기 조절 공급업(35)",19.5,163.6,156.4,7.2,1.5,42476,32881,6902,5424,5122,302,1477,17727
"정규근로자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20.7,172.4,158.3,14.1,6.2,25921,23219,4415,4058,3649,409,357,4282
