"정규근로자","F.건설업(41~42)",19.5,159.2,153.3,5.9,1.6,26081,24806,4165,3966,3793,173,199,2390
"정규근로자","G.도매 및 소매업(45~47)",19.9,160.4,156.1,4.3,1.1,26389,24294,4168,3847,3745,102,321,3850
"정규근로자","H.운수 및 창고업(49~52)",20.1,164.2,151.8,12.3,4.2,27022,23444,4300,3798,3469,329,501,6018
"정규근로자","I.숙박 및 음식점업(55~56)",21.7,178.6,172.8,5.8,1.8,15675,15251,2757,2703,2593,110,55,655
"정규근로자","J.정보통신업(58~63)",19.0,154.8,150.2,4.6,0.8,33563,30543,5184,4724,4571,153,460,5518
"정규근로자","K.금융 및 보험업(64~66)",18.7,153.9,148.8,5.1,0.3,47684,36244,7277,5517,5353,164,1760,21118
"정규근로자","L.부동산업(68)",18.8,157.5,155.1,2.3,0.5,26525,24037,4106,3729,3661,68,378,4531
"정규근로자","M.전문, 과학 및 기술 서비스업(70~73)",19.0,155.9,150.3,5.6,0.6,35642,30608,5523,4731,4580,151,792,9506
"정규근로자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",19.5,161.0,152.4,8.7,3.1,23069,20949,3670,3375,3165,211,295,3539
"정규근로자","P.교육 서비스업(85)",19.1,151.7,148.0,3.7,0.5,30255,28467,4567,4266,4200,66,301,3613
"정규근로자","Q.보건업 및 사회복지서비스업(86~87)",19.9,158.8,152.8,6.0,1.3,22743,21264,3591,3389,3234,155,202,2421
"정규근로자","R.예술, 스포츠 및 여가관련 서비스업(90~91)",20.2,162.7,155.4,7.4,3.2,22370,20849,3582,3358,3180,178,224,2688
"정규근로자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20.7,162.5,159.1,3.4,1.3,19312,17997,3090,2889,2809,80,201,2411
"비정규근로자","전체",16.1,105.8,101.8,4.1,1.2,18404,18054,1909,1868,1787,82,40,482
"비정규근로자","A.농업, 임업 및 어업(01~03)",17.9,136.3,130.2,6.0,3.3,17892,17131,2189,2094,2010,84,95,1145
"비정규근로자","B.광업(05~08)",18.1,142.6,125.5,17.1,7.2,19539,19264,2637,2564,2297,267,73,877
"비정규근로자","C.제조업(10~34)",17.9,146.6,127.4,19.2,6.0,17315,16360,2470,2384,2021,363,86,1033
"비정규근로자","D.전기, 가스, 증기 및 공기 조절 공급업(35)",19.1,160.8,152.9,7.9,3.0,23613,22029,3696,3505,3299,206,192,2302
"비정규근로자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",18.3,141.7,126.4,15.3,8.1,19709,18665,2766,2672,2295,377,94,1124
"비정규근로자","F.건설업(41~42)",11.8,92.3,90.9,1.4,0.3,26666,26601,2429,2421,2387,34,8,96
"비정규근로자","G.도매 및 소매업(45~47)",15.4,97.3,94.7,2.6,1.0,14248,14046,1405,1387,1340,48,18,215
"비정규근로자","H.운수 및 창고업(49~52)",18.3,139.5,127.9,11.6,2.9,17624,16950,2449,2403,2136,267,46,558
"비정규근로자","I.숙박 및 음식점업(55~56)",14.3,83.1,81.0,2.2,0.8,13002,12982,1095,1091,1053,38,4,48
"비정규근로자","J.정보통신업(58~63)",17.3,123.0,120.7,2.3,0.5,19373,18939,2487,2436,2384,52,50,605
"비정규근로자","K.금융 및 보험업(64~66)",18.5,144.8,140.9,3.9,0.5,35291,29124,5194,4257,4157,100,937,11250
"비정규근로자","L.부동산업(68)",18.4,162.7,161.5,1.2,0.1,14763,14485,2278,2264,2209,55,14,165
"비정규근로자","M.전문, 과학 및 기술 서비스업(70~73)",17.4,128.0,123.7,4.4,0.2,22910,22011,2931,2824,2709,115,106,1277
"비정규근로자","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",16.6,116.8,113.4,3.4,1.3,17236,16865,1959,1918,1846,72,41,495
"비정규근로자","P.교육 서비스업(85)",14.7,91.0,89.3,1.7,0.3,25659,25476,1888,1859,1830,29,29,349
"비정규근로자","Q.보건업 및 사회복지서비스업(86~87)",19.0,89.4,87.5,1.9,0.7,15750,15636,1444,1428,1395,33,16,189
"비정규근로자","R.예술, 스포츠 및 여가관련 서비스업(90~91)",16.1,106.3,102.7,3.6,1.6,15920,15779,1663,1649,1583,66,13,162
"비정규근로자","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",15.5,101.3,100.1,1.1,0.3,15864,15671,1549,1530,1503,27,18,221
"비정규직근로자(특수형태포함)","전체",-,-,-,-,-,-,-,2089,2055,1984,71,35,419
"비정규직근로자(특수형태포함)","A.농업, 임업 및 어업(01~03)",-,-,-,-,-,-,-,2257,2163,2081,82,94,1122
"비정규직근로자(특수형태포함)","B.광업(05~08)",-,-,-,-,-,-,-,3453,3392,3171,221,61,726
"비정규직근로자(특수형태포함)","C.제조업(10~34)",-,-,-,-,-,-,-,2534,2452,2104,348,82,989
"비정규직근로자(특수형태포함)","D.전기, 가스, 증기 및 공기 조절 공급업(35)",-,-,-,-,-,-,-,3696,3505,3299,206,192,2302
"비정규직근로자(특수형태포함)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",-,-,-,-,-,-,-,2765,2678,2328,350,87,1043
"비정규직근로자(특수형태포함)","F.건설업(41~42)",-,-,-,-,-,-,-,2431,2423,2390,34,8,96
"비정규직근로자(특수형태포함)","G.도매 및 소매업(45~47)",-,-,-,-,-,-,-,1511,1495,1453,42,16,190
"비정규직근로자(특수형태포함)","H.운수 및 창고업(49~52)",-,-,-,-,-,-,-,3462,3435,3279,156,27,326
"비정규직근로자(특수형태포함)","I.숙박 및 음식점업(55~56)",-,-,-,-,-,-,-,1100,1096,1058,38,4,48
"비정규직근로자(특수형태포함)","J.정보통신업(58~63)",-,-,-,-,-,-,-,2636,2589,2540,49,47,562
"비정규직근로자(특수형태포함)","K.금융 및 보험업(64~66)",-,-,-,-,-,-,-,4379,4146,4122,25,233,2792
"비정규직근로자(특수형태포함)","L.부동산업(68)",-,-,-,-,-,-,-,2262,2248,2194,54,13,161
"비정규직근로자(특수형태포함)","M.전문, 과학 및 기술 서비스업(70~73)",-,-,-,-,-,-,-,2935,2833,2721,111,103,1235
"비정규직근로자(특수형태포함)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",-,-,-,-,-,-,-,2154,2123,2068,55,31,374
"비정규직근로자(특수형태포함)","P.교육 서비스업(85)",-,-,-,-,-,-,-,1917,1897,1878,19,20,237
"비정규직근로자(특수형태포함)","Q.보건업 및 사회복지서비스업(86~87)",-,-,-,-,-,-,-,1444,1428,1396,32,16,188
"비정규직근로자(특수형태포함)","R.예술, 스포츠 및 여가관련 서비스업(90~91)",-,-,-,-,-,-,-,2170,2161,2119,42,9,103
"비정규직근로자(특수형태포함)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",-,-,-,-,-,-,-,1828,1814,1794,20,14,172
